sku,loja_sync,last_update,id_bling,nome_bling,situacao_bling,ncm_bling,saldo_loja,saldo_full
189-1,JK Peças,27/05/2026 19:33,15811136692,Amortecedor Mola Gás Tampa Caçamba Lado: Direito,A,,17.0,102.0
364-4,JK Peças,27/05/2026 19:33,15781432810,Adaptador Sem Fio Wireless Qi Indução Type: iPhone,A,,18.0,0.0
364-3,JK Peças,27/05/2026 19:33,15781432806,Adaptador Sem Fio Wireless Qi Indução Type: C,A,,0.0,100.0
364-2,JK Peças,27/05/2026 19:33,15781432804,Adaptador Sem Fio Wireless Qi Indução Type: B,A,,21.0,0.0
364-1,JK Peças,27/05/2026 19:33,15781432802,Adaptador Sem Fio Wireless Qi Indução Type: A,A,,23.0,8.0
D104-34,JK Peças,27/05/2026 19:33,15735022446,Coroa Unica 32 34 36 38 40 42 44 46 48 50 Dentes Narrow Wide Bcd 104mm Tamanho: 34T,A,,10.0,0.0
D104-36,JK Peças,27/05/2026 19:33,15249429528,Coroa Unica 32 34 36 38 40 42 44 46 48 50 Dentes Narrow Wide Bcd 104mm Tamanho: 36T,A,,0.0,0.0
325-2,JK Peças,27/05/2026 19:33,15068441970,Tampa Amortecedor Lado: Esquerdo 8K0 803 593,A,,0.0,0.0
325-1,JK Peças,27/05/2026 19:33,15068441959,Tampa Amortecedor Lado: Direito 8K0 803 594,A,,0.0,0.0
321-2,JK Peças,27/05/2026 19:33,15014557451,Spoiler Parachoque Lado: Esquerdo,A,,93.0,101.0
321-1,JK Peças,27/05/2026 19:33,15014557444,Spoiler Parachoque Lado: Direito,A,,96.0,0.0
250-2,JK Peças,27/05/2026 19:33,14994976227,Tampa Parachoque Esguicho Farol Azera Lado: Esquerdo,A,,1.0,1.0
250-1,JK Peças,27/05/2026 19:33,14994976219,Tampa Parachoque Esguicho Farol Azera Lado: Direito,A,,0.0,100.0
317-25,JK Peças,27/05/2026 19:33,14931534415,Velcro Com Adesivo Dupla Face 25mm 25M,A,,0.0,0.0
252-2,JK Peças,27/05/2026 19:33,14856147933,Tampa Lavador Esguicho Farol Focus 2014a 2015 Lado: Esquerdo,A,,24.0,3.0
252-1,JK Peças,27/05/2026 19:33,14856147928,Tampa Lavador Esguicho Farol Focus 2014a 2015 Lado: Direito,A,,1.0,100.0
317-4,JK Peças,27/05/2026 19:33,14810511486,Velcro Com Adesivo Dupla Face 25mm 4M,A,,0.0,0.0
317-20,JK Peças,27/05/2026 19:33,14810511479,Velcro Com Adesivo Dupla Face 25mm 20M,A,,0.0,0.0
317-12,JK Peças,27/05/2026 19:33,14810511471,Velcro Com Adesivo Dupla Face 25mm 12M,A,,0.0,0.0
317-2,JK Peças,27/05/2026 19:33,14810511463,Velcro Com Adesivo Dupla Face 25mm 2M,A,,0.0,0.0
238-1,JK Peças,27/05/2026 19:33,14762378997,Tela Grade Para Choque Dianteiro Jeep Renegade 735618579l 735618580r Lado: Direito,A,,0.0,0.0
238-2,JK Peças,27/05/2026 19:33,14762378996,Tela Grade Para Choque Dianteiro Jeep Renegade 735618579l 735618580r Lado: Esquerdo,A,,0.0,1.0
232-5,JK Peças,27/05/2026 19:33,14759508972,Par Puxador Porta Bmw 320i 328i F30 2013 Á 2017 Cor: Bege Frontal,A,,53.0,97.0
232-1,JK Peças,27/05/2026 19:33,14759508959,Par Puxador Porta Bmw 320i 328i F30 2013 Á 2017 Cor: Preto Frontal,A,,21.0,101.0
230-2,JK Peças,27/05/2026 19:33,14757052002,Tampa Esguicho Parachoque 61677211209 Lado: Esquerdo,A,,89.0,1.0
230-1,JK Peças,27/05/2026 19:33,14757051981,Tampa Esguicho Parachoque 61677211209 Lado: Direito,A,,88.0,2.0
224-2,JK Peças,27/05/2026 19:33,14756259955,Tampa C/ Bico Esguicho Farol 984502j000 Lado: Esquerdo,A,,0.0,0.0
224-1,JK Peças,27/05/2026 19:33,14756259950,Tampa C/ Bico Esguicho Farol 984502j000 Lado: Direito,A,,0.0,0.0
31-D,JK Peças,27/05/2026 19:33,14657599549,Difusor Duto Ar Mitsubishi Lancer Cor: Preto Direito Lateral,A,,0.0,0.0
31-C,JK Peças,27/05/2026 19:33,14657599546,Difusor Duto Ar Mitsubishi Lancer Cor: Preto Direito Medial,A,,0.0,0.0
31-B,JK Peças,27/05/2026 19:33,14657599540,Difusor Duto Ar Mitsubishi Lancer Cor: Preto Esquerdo Medial,A,,0.0,0.0
31-A,JK Peças,27/05/2026 19:33,14657599536,Difusor Duto Ar Mitsubishi Lancer Cor: Preto Esquerdo Lateral,A,,0.0,0.0
27-2,JK Peças,27/05/2026 19:33,14632144011,Engrenagem Caixa de Transferencia Bmw X3 3.0 Cor: Branco 27107566296,A,,31.0,0.0
27-1,JK Peças,27/05/2026 19:33,14632144004,Engrenagem Caixa de Transferencia Bmw X3 3.0 Cor: Preto 8473227771,A,,24.0,0.0
293-11,JK Peças,27/05/2026 19:33,14618883537,Difusor De Ar Do Teto Pajero Full 2008 Até 2016 Mitsubishi COR: CINZA,A,,0.0,0.0
293-18,JK Peças,27/05/2026 19:33,14618883527,Difusor De Ar Do Teto Pajero Full 2008 Até 2016 Mitsubishi COR: CREME,A,,0.0,0.0
239-2,JK Peças,27/05/2026 19:33,14551190751,Olho De Gato Refletor Para-choque Traseiro Bmw 320i Lado: ESQUERDO,A,,34.0,0.0
239-1,JK Peças,27/05/2026 19:33,14551190746,Olho De Gato Refletor Para-choque Traseiro Bmw 320i Lado: DIREITO,A,,33.0,6.0
317-10,JK Peças,27/05/2026 19:33,13702139814,Velcro Com Adesivo Dupla Face 25mm 10M,A,,0.0,0.0
317-6,JK Peças,27/05/2026 19:33,13702139813,Velcro Com Adesivo Dupla Face 25mm 6M,A,,0.0,0.0
317-5,JK Peças,27/05/2026 19:33,13702139812,Velcro Com Adesivo Dupla Face 25mm 5M,A,,0.0,0.0
317-3,JK Peças,27/05/2026 19:33,13702139811,Velcro Com Adesivo Dupla Face 25mm 3M,A,,0.0,0.0
317-1,JK Peças,27/05/2026 19:33,13702139810,Velcro Com Adesivo Dupla Face 25mm 1M,A,,0.0,0.0
MLB2715347850,Uai Mineirinho,27/05/2026 19:33,16613795828,"Bomba D'agua Solar, Aquario, Alta Pressão 12v/24v Dc 19w Mo",A,,0.0,0.0
MLB2715330273,Uai Mineirinho,27/05/2026 19:33,16613795809,"Bomba D'agua Solar, Aquario, Alta Pressão 12v Dc 19w Mo",A,,0.0,0.0
MLB1181512611,Uai Mineirinho,27/05/2026 19:33,16613795773,"Bomba D'agua Solar, Aquario, Alta Pressão 12v/24v Dc 19w",A,,0.0,0.0
1617,Uai Mineirinho,27/05/2026 19:33,16612342294,Kit Botão Câmbio Honda Accord 94 À 02 Com Mola 54132s84a81za,A,,0.0,0.0
309.1,Uai Mineirinho,27/05/2026 19:33,16608652906,Válvula Reguladora 9109-930a Usada,A,,0.0,0.0
shopee-250-k,Uai Mineirinho,27/05/2026 19:33,16604799239,Tampa Parachoque Esguicho Farol Azera ( Par ),A,,96.0,99.0
008-K,Uai Mineirinho,27/05/2026 19:33,16597660232,Base + Antena para Carros 1087087,A,,0.0,0.0
484-2,Uai Mineirinho,27/05/2026 19:33,16563460497,"Cadeira de escritório azul, Material: Metal e Plástico, Caixa de papelão",A,,15.0,0.0
484-1,Uai Mineirinho,27/05/2026 19:33,16563459473,"Cadeira de escritório preta, Material: Metal e Plástico, caixa de papelão",A,,11.0,0.0
479-K5,Uai Mineirinho,27/05/2026 19:33,16536850133,5 Mochila Flexível Anti-incêndio 20l,A,,0.0,0.0
479-K3,Uai Mineirinho,27/05/2026 19:33,16536850052,3 Mochila Flexível Anti-incêndio 20l,A,,0.0,0.0
479-K,Uai Mineirinho,27/05/2026 19:33,16536849894,2 Mochila Flexível Anti-incêndio 20l,A,,0.0,0.0
307-K,Uai Mineirinho,27/05/2026 19:33,16508868111,Carcaça Válvula Termostática + Chicote + Sensor 308 3008 408 C4 Ds3 1.6 Thp,A,,18.0,0.0
307-2,Uai Mineirinho,27/05/2026 19:33,16508866362,Chicote da Carcaça Válvula Termostática 308 3008 408 C4 Ds3 1.6 Thp,A,,41.0,0.0
008-1,Uai Mineirinho,27/05/2026 19:33,16498592773,Antena para Carros 1087087,A,,40.0,0.0
008-Kitt,Uai Mineirinho,27/05/2026 19:33,16498212232,Base + Antena para Carros 1087087,A,,0.0,0.0
94-4,Uai Mineirinho,27/05/2026 19:33,16491683564,Emblema Lateral VW Logo: Fumê,A,,0.0,0.0
480,Uai Mineirinho,27/05/2026 19:33,16444748802,"Motor Redutor Motoredutor 12v,  ZD2560R-12V, 40RPM",A,,1.0,1.0
482,Uai Mineirinho,27/05/2026 19:33,16444746939,"Motor Redutor Motoredutor 12v ZD2560R-12V, 60RPM",A,,0.0,100.0
481,Uai Mineirinho,27/05/2026 19:33,16444745851,"Motor Redutor Motoredutor 12v, ZD2560R-12V, 20RPM",A,,1.0,2.0
477,Uai Mineirinho,27/05/2026 19:33,16444743051,Motor 12v Dc 90 Rpm Com Caixa De Redução 90rpm ZDS1510L,A,,0.0,0.0
475,Uai Mineirinho,27/05/2026 19:33,16444741656,"Motor Redutor Motoredutor 24v Dc 160 Rpm 100501924, Sinomore motor: ZD2802, 24V 160RPM",A,,0.0,101.0
476,Uai Mineirinho,27/05/2026 19:33,16444741172,Motor 12v Dc 45 Rpm Com Caixa De Redução 45rpm,A,,0.0,2.0
474,Uai Mineirinho,27/05/2026 19:33,16444646439,"Motor Redutor Motoredutor 24v Dc 82 Rpm (100501924, Sinomore motor: ZD2802, 24V 82RPM)",A,,6.0,0.0
423-2,Uai Mineirinho,27/05/2026 19:33,16375815438,Proteção Farol BMW1200 Fumê,A,,74.0,5.0
479,Uai Mineirinho,27/05/2026 19:33,16371838569,Mochila Flexível Anti-incêndio 20l,A,,0.0,0.0
447,Uai Mineirinho,27/05/2026 19:33,16371834403,Porta Luvas Polo Maçaneta Puxador Acionador 2003 A 2014 Vw,A,,0.0,0.0
471,Uai Mineirinho,27/05/2026 19:33,16371830809,Painel Digital Completo Honda Cg 160 Fan 2018 2019 2020,A,,6.0,0.0
469,Uai Mineirinho,27/05/2026 19:33,16371824986,Atuador Inteligente Wifi Válvula Registro Água E Gás Alexa,A,,0.0,0.0
420,Uai Mineirinho,27/05/2026 19:33,16348599554,Brake Light Luz Freio Traseiro P/ Vw Polo Hatch 6QE945097,A,,0.0,15.0
468,Uai Mineirinho,27/05/2026 19:33,16347056477,Comando Vidro Elétrico 935701s005,A,,0.0,0.0
467,Uai Mineirinho,27/05/2026 19:33,16347049972,Valvula Diafragma Peugeot E Citroen Thp Flex 308 C4 3008,A,,0.0,2.0
462,Uai Mineirinho,27/05/2026 19:33,16346991899,Sensor Terminal Polo Bateria Fiat Toro Freemont Jeep Compas,A,,2.0,4.0
435-K,Uai Mineirinho,27/05/2026 19:33,16321508252,Par Pisca Retrovisor Hyundai Ix35,A,,0.0,2.0
308-1,Uai Mineirinho,27/05/2026 19:33,16304832276,Capa Maçaneta cromada para Toyota Corolla 2015 Á 2019,A,,5.0,0.0
465,Uai Mineirinho,27/05/2026 19:33,16294413441,Adaptador de Mergulho Primeiro Estágio,A,,0.0,0.0
442,Uai Mineirinho,27/05/2026 19:33,16277340006,Macaco Pneumático Tipo Bolsa 3 Gomos - 3 Toneladas,A,,196.0,0.0
414,Uai Mineirinho,27/05/2026 19:33,16259957684,Creme Clareador Natural Manchas Variadas E Melasma,A,,0.0,0.0
434,Uai Mineirinho,27/05/2026 19:33,16257679220,Atuador Motor Trava Fechadura Porta Malas Ecosport 2013-2020,A,,2.0,2.0
407-2,Uai Mineirinho,27/05/2026 19:33,16236632264,Relógio Temperatura Umidade Termo-higrômetro Digital,A,,0.0,0.0
407-1,Uai Mineirinho,27/05/2026 19:33,16187352828,Sensor De Temperatura E Umidade Wi-fi - Alexa E Google Home de MESA,A,,0.0,0.0
322-34,Uai Mineirinho,27/05/2026 19:33,16187348903,Coroa Unica 32 34 36 38 Dentes Narrow Wide Bcd 104mm,A,,1.0,0.0
435-2,Uai Mineirinho,27/05/2026 19:33,16183949463,Pisca Retrovisor Hyundai Ix35 Lado Esquerdo,A,,7.0,4.0
435-1,Uai Mineirinho,27/05/2026 19:33,16183947085,Pisca Retrovisor Hyundai Ix35 Lado Direito,A,,0.0,2.0
313-K,Uai Mineirinho,27/05/2026 19:33,16130807392,Kit Esteira Trilho Alavanca da tração e câmbio Pajero Full,A,,0.0,0.0
313-1,Uai Mineirinho,27/05/2026 19:33,16130806809,Esteira Trilho Alavanca da tração Pajero Full,A,,6.0,0.0
364,Uai Mineirinho,27/05/2026 19:33,16118528004,Adaptador Sem Fio Wireless Qi Indução Receptor Universal,A,,0.0,0.0
ICMS ST,Uai Mineirinho,27/05/2026 19:33,16118525648,Complemento de ICMS ST,A,,0.0,0.0
239,Uai Mineirinho,27/05/2026 19:33,16118524889,Olho De Gato Refletor Para-choque Traseiro Bmw 320i,A,,0.0,0.0
4-2,Uai Mineirinho,27/05/2026 19:33,16100343238,Manopla Marcha Cambio  2008 2013 Preta 6 machas,A,,0.0,0.0
423,Uai Mineirinho,27/05/2026 19:33,16099067230,Protetor De Farol Bmw R1200gs R1250gs Lc Policarbonato,A,,42.0,1.0
257-1,Uai Mineirinho,27/05/2026 19:33,16096779962,Botão Vidro Eletrico 9065451913,A,,93.0,3.0
320-1,Uai Mineirinho,27/05/2026 19:33,16060435095,Par Lâmpada Xenon Hid D1s 8000k,A,,0.0,0.0
417,Uai Mineirinho,27/05/2026 19:33,16025973833,Radiador De Arrefecimento 1301100U8160,A,,0.0,0.0
178-K,Uai Mineirinho,27/05/2026 19:33,15994974936,Ponteira Escapamento Cromada Inox (Par),A,,0.0,0.0
415,Uai Mineirinho,27/05/2026 19:33,15986843031,Tela Touch Screen Multimídia A211216702,A,,1.0,100.0
416,Uai Mineirinho,27/05/2026 19:33,15982194125,Friso Cromado Moldura Grade Civic,A,,0.0,0.0
413,Uai Mineirinho,27/05/2026 19:33,15964386765,Válvula Reguladora de Pressão - 3/4 Deckas 9666,A,,0.0,0.0
271,Uai Mineirinho,27/05/2026 19:33,15960917214,Mangueira Ar Quente Superior Citroen 6466tz,A,,0.0,0.0
351,Uai Mineirinho,27/05/2026 19:33,15959362361,Bóia Sensor Nivel Combustível Tanque Outlander,A,,0.0,0.0
412,Uai Mineirinho,27/05/2026 19:33,15959152903,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178,A,,0.0,0.0
411,Uai Mineirinho,27/05/2026 19:33,15959152902,Carburador PZ19 CB0005G,A,,0.0,0.0
368,Uai Mineirinho,27/05/2026 19:33,15950917866,Atuador Marcha Lenta Toyota Corolla 1.8 16v 2002 2008,A,,0.0,101.0
350-1,Uai Mineirinho,27/05/2026 19:33,15950561314,Tapete De Água Inflável Atividades Almofada Infantil Bebê Sem borda,A,,0.0,0.0
302,Uai Mineirinho,27/05/2026 19:33,15949899738,Scanner Automotivo Konnwei Kw903 Bluetooth Obd2 Can-bus Pe,A,,0.0,1.0
237,Uai Mineirinho,27/05/2026 19:33,15949855616,Reator Farol Lampada Xenon D3s A2229003300 Q04,A,,0.0,0.0
280-K,Uai Mineirinho,27/05/2026 19:33,15948913921,Retentor Do Comando De Valvulas 55563374 2un,A,,3.0,51.0
19-1,Uai Mineirinho,27/05/2026 19:33,15948454163,Manopla De Câmbio Automático,A,,0.0,0.0
384,Uai Mineirinho,27/05/2026 19:33,15948448582,Mangueira Intercooler Turbina 144635X02B 144635X00B 144635X04B,A,,0.0,0.0
399,Uai Mineirinho,27/05/2026 19:33,15948448581,Radiador 20S-12461-01-00,A,,0.0,0.0
32-K,Uai Mineirinho,27/05/2026 19:33,15948448580,Radiador Honda Cb 600 Hornet 2005 2006 2007 + Cebolinha,A,,0.0,0.0
160-K,Uai Mineirinho,27/05/2026 19:33,15948448579,Acessórios Ponteira Escapamento PAR,A,,0.0,0.0
70-K,Uai Mineirinho,27/05/2026 19:33,15948448578,70 Roda Livre Automatica Original Par,A,,30.0,65.0
124,Uai Mineirinho,27/05/2026 19:33,15948448577,Espanta Cachorro Repelente Eletrônico Preto,A,,0.0,113.0
18,Uai Mineirinho,27/05/2026 19:33,15948448575,Gasolina Bomba Gasolina 0986580951,A,,6.0,1.0
124-1,Uai Mineirinho,27/05/2026 19:33,15948448574,Aparelho Anti Latido Ultrasonico Apito Adestramento Cães,A,,0.0,104.0
Mini Bomba,Uai Mineirinho,27/05/2026 19:33,15948448572,Mini Bomba D'água,A,,0.0,0.0
160,Uai Mineirinho,27/05/2026 19:33,15948448571,Acessórios Ponteira Escapamento S,A,,0.0,0.0
32,Uai Mineirinho,27/05/2026 19:33,15948448570,Radiador Honda Cb 600 Hornet 2005 2006 2007,A,,0.0,0.0
53,Uai Mineirinho,27/05/2026 19:33,15948448569,Mangueira Filtro Ar Tbi Sentra 2.0 2007 2008 DECKAS,A,,137.0,1.0
002,Uai Mineirinho,27/05/2026 19:33,15948448568,Tampa Portinhola Tanque Combustivel Ford Focus 2009 a 2013,A,,0.0,0.0
001,Uai Mineirinho,27/05/2026 19:33,15948448567,Cebolão Do Radiador Sensor Temperatura,A,,81.0,122.0
46,Uai Mineirinho,27/05/2026 19:33,15948448566,Sensor Pressão Do Pneu Tpms Gm Captiva Camaro Malibu,A,,47.0,18.0
70,Uai Mineirinho,27/05/2026 19:33,15948448565,Roda Livre Automatica Original Frontier - 2.8 40260-1s700,A,,61.0,131.0
410,Uai Mineirinho,27/05/2026 19:33,15948288045,Mangueira Filtro De Ar Tbi 17225-r1a-a01,A,,37.0,108.0
305-K,Uai Mineirinho,27/05/2026 19:33,15948288044,Led Parafuso Olho De Águia Carro Moto 18mm - 1 Par,A,,0.0,0.0
305,Uai Mineirinho,27/05/2026 19:33,15948288043,Led Parafuso Olho De Águia Carro Moto 18mm,A,,0.0,0.0
408,Uai Mineirinho,27/05/2026 19:33,15948288042,Kit 415 Presilhas Grampos Fixadores Automotivo Carro + Chave,A,,0.0,0.0
409,Uai Mineirinho,27/05/2026 19:33,15948288040,Adaptador Receptor Wireless Usb Wi-fi 5ghz Dual Band,A,,0.0,0.0
407,Uai Mineirinho,27/05/2026 19:33,15948288039,Sensor De Temperatura E Umidade Wi-fi - Alexa E Google Home,A,,0.0,1.0
396,Uai Mineirinho,27/05/2026 19:33,15948288038,Kit 100 Presilhas Grampos Fixadores Carro Veiculo Parabarro GN1667,A,,28.0,104.0
406,Uai Mineirinho,27/05/2026 19:33,15948288037,Tampa Combustível Z750 Z800 Z1000,A,,0.0,1.0
404,Uai Mineirinho,27/05/2026 19:33,15948288036,Mangueira De Retorno Dos Bicos A6460700932 6460700932,A,,0.0,0.0
402,Uai Mineirinho,27/05/2026 19:33,15948288035,Botão Comando 6554.WA,A,,0.0,100.0
401,Uai Mineirinho,27/05/2026 19:33,15948288034,Botão Comando 98053439,A,,29.0,101.0
403,Uai Mineirinho,27/05/2026 19:33,15948288033,Comando Botão Vidro Eletrico  20455317,A,,0.0,1.0
405,Uai Mineirinho,27/05/2026 19:33,15948288032,Botão Vidro Eletrico 94728492,A,,0.0,4.0
397,Uai Mineirinho,27/05/2026 19:33,15948288031,Kit 100 Presilhas Grampos Fixadores Carro Veiculo Parabarro Com Caixa GN1667,A,,26.0,101.0
398,Uai Mineirinho,27/05/2026 19:33,15948288030,Botão Comando Vidro 254000015r,A,,0.0,100.0
395,Uai Mineirinho,27/05/2026 19:33,15948288029,Filtro da Bomba de Combustível 3M519h307LP,A,,0.0,0.0
392-K,Uai Mineirinho,27/05/2026 19:33,15948288028,Par Amortecedor Tampa Da Caçamba Traseira Gun125 2016 2022,A,,0.0,100.0
392,Uai Mineirinho,27/05/2026 19:33,15948288027,Amortecedor Tampa Da Caçamba Traseira Gun125 2016 2022,A,,0.0,0.0
365,Uai Mineirinho,27/05/2026 19:33,15948288026,Flange Da Bomba Combustivel Tampa Focus 2.0 16v,A,,0.0,100.0
391,Uai Mineirinho,27/05/2026 19:33,15948288025,Ventosa Manual 200kg,A,,11.0,1.0
394,Uai Mineirinho,27/05/2026 19:33,15948288024,Trava Presília Mangueira Intercooler,A,,0.0,0.0
393,Uai Mineirinho,27/05/2026 19:33,15948288023,Anel Vedação Da Mangueira Intercooler,A,,0.0,0.0
306-K,Uai Mineirinho,27/05/2026 19:33,15948288022,Led Parafuso Olho De Águia Carro Moto 23mm - 1 Par,A,,0.0,0.0
336,Uai Mineirinho,27/05/2026 19:33,15948288021,Botão Start Stop Bmw Preto Red 120i 320 M135 M235 M240 M2 M3,A,,0.0,0.0
379-4,Uai Mineirinho,27/05/2026 19:33,15948288020,Trava Mangueira Intercooler (Menor),A,,1.0,3.0
379-3,Uai Mineirinho,27/05/2026 19:33,15948287973,Anéis + Travas Da Mangueira intercooler,A,,0.0,0.0
382,Uai Mineirinho,27/05/2026 19:33,15948287972,Bomba Combustível Motor Popa 397839 395091,A,,0.0,121.0
385-4-K,Uai Mineirinho,27/05/2026 19:33,15948287971,Par Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates Azul,A,,61.0,51.0
385,Uai Mineirinho,27/05/2026 19:33,15948287970,Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates,A,,0.0,0.0
381,Uai Mineirinho,27/05/2026 19:33,15948287969,Painel Elétrico 6 Chaves Usb Tomada Voltímetro Lancha Barco,A,,0.0,0.0
380,Uai Mineirinho,27/05/2026 19:33,15948287968,"Painel Elétrico 5 Chaves 2 Usb Com Voltímetro Para Carro, Barco, Iate, Trailer, Caminhão",A,,0.0,44.0
377-2-K4,Uai Mineirinho,27/05/2026 19:33,15948287966,4 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,3.0,23.0
377-K,Uai Mineirinho,27/05/2026 19:33,15948287965,2 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,0.0,0.0
377,Uai Mineirinho,27/05/2026 19:33,15948287964,Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,0.0,0.0
375,Uai Mineirinho,27/05/2026 19:33,15948287963,Seta Pisca Retrovisor 87613-2P000-FC 87623-2P000-FC,A,,0.0,0.0
376,Uai Mineirinho,27/05/2026 19:33,15948287962,Bobina Ignição Motor Popa Mercury Optimax Efi 300-879984t01 339-879984t00,A,,8.0,0.0
371,Uai Mineirinho,27/05/2026 19:33,15948287961,Tampa + Flange Conexão Radiador,A,,0.0,0.0
372,Uai Mineirinho,27/05/2026 19:33,15948287960,Tubo Conexão Mangueira 55116901AA,A,,6.0,0.0
373,Uai Mineirinho,27/05/2026 19:33,15948287959,Carcaça E Válvula Termostática 68003582AB 4884569AB 68003582AA,A,,0.0,0.0
379-5,Uai Mineirinho,27/05/2026 19:33,15948287958,Kit Anéis Presilhas Mangueira Intercooler,A,,0.0,0.0
379-2,Uai Mineirinho,27/05/2026 19:33,15948287956,Presilhas Mangueira Intercooler,A,,1.0,1.0
379-1,Uai Mineirinho,27/05/2026 19:33,15948287955,Kit Anéis Vedação Da Mangueira Intercooler,A,,0.0,0.0
374-K,Uai Mineirinho,27/05/2026 19:33,15948287954,Grade De Luz De Nevoeiro Inferior ( Par ),A,,0.0,0.0
374,Uai Mineirinho,27/05/2026 19:33,15948287953,Grade De Luz De Nevoeiro Inferior,A,,0.0,0.0
361,Uai Mineirinho,27/05/2026 19:33,15948287952,Display Satlink Tela Lcd,A,,0.0,0.0
367-K,Uai Mineirinho,27/05/2026 19:33,15948287951,Par Roda Livre Manual Gptrend Ford Ranger 4x4,A,,5.0,58.0
367,Uai Mineirinho,27/05/2026 19:33,15948287950,Roda Livre Manual Gptrend Ford Ranger 4x4,A,,10.0,116.0
369,Uai Mineirinho,27/05/2026 19:33,15948287949,Tubo Bypass Bomba De Agua 68211200AC,A,,0.0,0.0
366,Uai Mineirinho,27/05/2026 19:33,15948287948,Display Lcd Tela Do Painel Computador Bordo,A,,0.0,0.0
362,Uai Mineirinho,27/05/2026 19:33,15948287947,Flange Da Bomba Combustivel Tampa Focus 2.0 16v 3 Pçs,A,,0.0,0.0
363,Uai Mineirinho,27/05/2026 19:33,15948287945,Botão multifuncional de controle de volante,A,,0.0,1.0
357,Uai Mineirinho,27/05/2026 19:33,15948287944,Super Broca Helicoidal P/ Solo Terra Jardim Espiral Metal,A,,20.0,105.0
358,Uai Mineirinho,27/05/2026 19:33,15948287943,Caneta Pencil Stylus 1.0mm,A,,19.0,4.0
355,Uai Mineirinho,27/05/2026 19:33,15948287942,Botão Vidro Elétrico Sprinter,A,,0.0,0.0
353,Uai Mineirinho,27/05/2026 19:33,15948287941,Filtro Haldex Tiguan 4 Motion  Para Audi Q3 Tiguan Passat,A,,2.0,0.0
346,Uai Mineirinho,27/05/2026 19:33,15948287940,Anel Vedação Completo Resfriador Trocador Journey 3.6 Ate 13,A,,5.0,1.0
354,Uai Mineirinho,27/05/2026 19:33,15948287939,Sensor Nivel Combustivel Pajero,A,,32.0,0.0
349,Uai Mineirinho,27/05/2026 19:33,15948287937,Moldura Ponteira Escapamento Amg W205 Glc,A,,0.0,0.0
360,Uai Mineirinho,27/05/2026 19:33,15948287936,Retentor Virabrequim Lado Volante Honda Civic 92-06,A,,64.0,0.0
344-K,Uai Mineirinho,27/05/2026 19:33,15948287935,Roda Livre F250 2006 Até 2011 1c3z3b396cb,A,,31.0,51.0
347,Uai Mineirinho,27/05/2026 19:33,15948287934,Anel Vedação Retentor Resfriador Dodge Journey Jeep,A,,7.0,0.0
344,Uai Mineirinho,27/05/2026 19:33,15948287933,Roda Livre F250 2006 Até 2011 1c3z3b396cb,A,,62.0,102.0
345,Uai Mineirinho,27/05/2026 19:33,15948287932,Testador Teste Faísca De Vela Ignição Motor Carro Moto Barco,A,,0.0,101.0
331-K,Uai Mineirinho,27/05/2026 19:33,15948287931,Par Cinto Anti Alarme Jetta Adaptador Cinto Segurança,A,,0.0,0.0
333-K,Uai Mineirinho,27/05/2026 19:33,15948287930,Par Cinto Anti Alarme Mitsubishi Pajero Adaptador Cinto Segurança,A,,0.0,0.0
332-K,Uai Mineirinho,27/05/2026 19:33,15948287929,Par Cinto Anti Alarme Golf Adaptador Cinto Segurança,A,,0.0,0.0
333,Uai Mineirinho,27/05/2026 19:33,15948287928,Cinto Anti Alarme Mitsubishi Pajero Adaptador Cinto Segurança,A,,0.0,0.0
332,Uai Mineirinho,27/05/2026 19:33,15948287927,Cinto Anti Alarme Golf Adaptador Cinto Segurança,A,,0.0,0.0
343,Uai Mineirinho,27/05/2026 19:33,15948287926,Sensor Medidor Nivel Combustivel Tanque,A,,0.0,3.0
342,Uai Mineirinho,27/05/2026 19:33,15948287925,Marcador Medidor Sensor Nível Combustível Digital Universal,A,,0.0,0.0
341,Uai Mineirinho,27/05/2026 19:33,15948287924,Filtro Combustivel 16127233840,A,,34.0,104.0
324,Uai Mineirinho,27/05/2026 19:33,15948287923,Tampa Filtro Ar Condicionado,A,,0.0,0.0
337,Uai Mineirinho,27/05/2026 19:33,15948287922,Valvula Controle Comando 06H109257C,A,,0.0,100.0
318,Uai Mineirinho,27/05/2026 19:33,15948287921,Fechadura Trava Tranca Tampa Porta Malas Hb20s Sedan 2016,A,,77.0,109.0
327,Uai Mineirinho,27/05/2026 19:33,15948287920,Flange De Água Cabeçote Alumínio,A,,0.0,0.0
325,Uai Mineirinho,27/05/2026 19:33,15948287919,Tampa Amortecedor,A,,0.0,0.0
315-K,Uai Mineirinho,27/05/2026 19:33,15948287918,Cinto Anti Alarme Toyota Corolla Adaptador Cinto (Par),A,,0.0,0.0
331,Uai Mineirinho,27/05/2026 19:33,15948287917,Cinto Anti Alarme Jetta Adaptador Cinto Segurança,A,,0.0,0.0
