sku,nome,categoria,marca,custo,imposto,preco,descricao,mlb_principal,mlb_ids,qtd_anuncios_mlb,updated_at,sku_key,cg_unnamed: 0,cg_sku,cg_oem,cg_product name,cg_product description,cg_tradução ptbr  ou nome na bling,cg_material,cg_material ptbr,cg_embalagem individual,cg_embalagem individual ptbr,cg_medidas individuas,cg_unnamed: 12,cg_unnamed: 13,cg_m³ individual,cg_peso individual,cg_individual size,cg_para quer serve,cg_onde será ultilizado,cg_finalizade,"cg_país do 
fabricante / produtor","cg_fabricante/produtor 
conhecido",cg_nome (fabricante / produtor),"cg_logradouro 
(fabricante / produtor)","cg_número 
(fabricante / produtor)","cg_cidade 
(fabricante / produtor)","cg_complemento 
(fabricante / produtor)","cg_estado 
(fabricante / produtor)","cg_denominação 
do produto","cg_detalhamento complementar 
do produto",titulos_anuncios_mlb,gtins_mlb,custos_frete_mlb,modalidades_mlb,custo_attr,imposto_attr,foto
116,Throttle body heater outlet pipe,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",16.43,24.0,,"Tubo de saída do aquecedor do corpo de borboleta, Material: Plástico, Dimensões individuais: 30x9x3,5 cm, caixa de papelão",MLB1990042469,MLB1990042469|MLB1990048537|MLB3331195036|MLB3558249607|MLB3658452839|MLB3950755258,6.0,25/03/2026 12:53,116,SKU 116,116,"55579102
SKU:116",Throttle body heater outlet pipe,"Throttle body heater outlet pipe, Material: Plastic, Individual Size 30x9x3,5CM, cardboard box","Tubo de saída do aquecedor do corpo de borboleta, Material: Plástico, Dimensões individuais: 30x9x3,5 cm, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,30.0,9.0,3.5,0.000945,,"Individual Size 30x9x3,5CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Tubo de saída do aquecedor do corpo de borboleta,"Tubo de saída do aquecedor do corpo de borboleta, Material: Plástico, Dimensões individuais: 30x9x3,5 cm, caixa de papelão",Mangueira Retorno Reservatóri Água Cruze Tracker 2012 - 2016 || Mangueira Retorno Reservatóri Água Cruze Tracker 2012 À 2016 || Mangueira Retorno Reservatório Água Cruze 1.8 55579102 || Mangueira Retorno Reservatório Água Gm Cruze 2012 2013 2014 || Mangueira Retorno Reservatório Água Gm Cruze Tracker Saída || Tubo Retorno Reservatório Agua Cruze Tracker 1.8 16v,7891234000224|7895139518990|7895141634091|7895141638204,"R$ 18,45|R$ 20,75|R$ 7,95|R$ 8,15",Clássico|Premium,16.43,24.0,cadastro_fotos/116.png
12,Motorcycle Fuel Pump,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",37.12,24.0,,"Bomba de combustível para motocicleta, Material: Aço inoxidável, Tamanho individual 12x8x7cm, caixa de papelão",MLB1985423253,MLB1985423253|MLB1985423263|MLB1985428470|MLB2935288462|MLB4659830906,5.0,25/03/2026 12:53,12,SKU 12,12,"HT-DZB11
SKU 12",Motorcycle Fuel Pump,"Motorcycle Fuel Pump, Material : Stainless Steel , Individual Size 12x8x7CM, cardboard box","Bomba de combustível para motocicleta, Material: Aço inoxidável, Tamanho individual 12x8x7cm, caixa de papelão",Material : Stainless Steel ,Material: Aço inoxidável,cardboard box,caixa de papelão,12.0,8.0,7.0,0.000672,451,Individual Size 12x8x7CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Bomba de combustível para motocicleta,"Bomba de combustível para motocicleta, Material: Aço inoxidável, Tamanho individual 12x8x7cm, caixa de papelão",Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 - 2005 || Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 À 2005 || Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 À 2005na || Bomba Combustivel Honda Shadow 600 Carburada 2 Fios Gasolina || Bomba Combustivel Xvs Drag Star V Star 650 Virago Xv535,7895141638853|7896145265724,"R$ 18,45|R$ 19,85|R$ 20,95|R$ 22,55",Clássico|Premium,37.12,24.0,cadastro_fotos/12.png
120,Solenoid gasket,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",11.01,24.0,,"Junta do solenóide, Material: Borracha e metal, Tamanho individual 6x4,5x0,5CM, caixa de papelão",MLB1991208688,MLB1991208688|MLB3271833971|MLB3374294788|MLB3558390215|MLB4340741952,5.0,25/03/2026 12:53,120,SKU 120,120,"15825-P2M-005
SKU:120",Solenoid gasket,"Solenoid gasket, Material: Rubber and metal, Individual Size 6x4,5x0,5CM, cardboard box","Junta do solenóide, Material: Borracha e metal, Tamanho individual 6x4,5x0,5CM, caixa de papelão",Material: Rubber and metal,Material: Borracha e metal,cardboard box,caixa de papelão,6.0,4.5,0.5,1.35e-05,4,"Individual Size 6x4,5x0,5CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Junta do solenóide,"Junta do solenóide, Material: Borracha e metal, Tamanho individual 6x4,5x0,5CM, caixa de papelão",Junta Anel Filtro Valvula Selenoide Vtec Honda Civic 1.6 1.7 || Junta Da Válvula Vtec Civic 1.7 Ex 2001 2002 2003 2004 2005 || Junta Da Válvula Vtec Civic Ex 2001 A 2005 - 1.7 || Junta Valvula Anel Filtro Solenoide Vtec Honda Civic 1.6 1.7 || Junta Valvula Vtec Honda Civic Ex 1998-2005 1.6 1.7 Original,7895139518983|7895141634114|7895141634138,"R$ 14,35|R$ 6,55|R$ 7,75",Clássico|Premium,11.01,24.0,cadastro_fotos/120.png
124,Multifunctional dog repeller,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",17.16,24.0,,"Repelente multifuncional para cães, Material: Plástico, Tamanho individual 14x6x4CM, caixa de papelão",,,,25/03/2026 12:53,124,SKU 124,124,"SL-XQQ001
SKU: 124",Multifunctional dog repeller,"Multifunctional dog repeller,  Material: Plastic, Individual Size 14x6x4CM, cardboard box","Repelente multifuncional para cães, Material: Plástico, Tamanho individual 14x6x4CM, caixa de papelão", Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,14.0,6.0,4.0,0.000336,8,Individual Size 14x6x4CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Repelente multifuncional para cães,"Repelente multifuncional para cães, Material: Plástico, Tamanho individual 14x6x4CM, caixa de papelão",,,,,17.16,24.0,cadastro_fotos/124.png
124-1,Multifunctional dog repellent  Yellow color,Aparelho ultrasônico repelente de cachorro,"Tianmen Fengcheng Trading Co. Ltd.
",11.8,24.0,,"Repelente multifuncional para cães, cor amarela, material: plástico ABS, tamanho individual 13x3x4cm, caixa de papelão.",MLB2929560184,MLB2929560184,1.0,25/03/2026 12:53,124-1,SKU 124-1,124-1,"SL-XQQ001
SKU:124.1",Multifunctional dog repellent  Yellow color,"Multifunctional dog repellent  Yellow color,  Material: Plastic ABS, Individual Size 13x3x4CM, cardboard box","Repelente multifuncional para cães, cor amarela, material: plástico ABS, tamanho individual 13x3x4cm, caixa de papelão.", Material: Plastic ABS,Material: Plástico ABS,cardboard box,caixa de papelão,13.0,3.0,4.0,0.000156,6,Individual Size 13x3x4CM,Aparelho ultrasônico repelente de cachorro,Uso Pessoal,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Repelente multifuncional para cães, cor amarela.","Repelente multifuncional para cães, cor amarela, material: plástico ABS, tamanho individual 13x3x4cm, caixa de papelão.",Aparelho Anti Latido Pet Ultrassônico Para Cães Cachorro Amarelo,7898929678065,"R$ 6,55",Premium,11.8,24.0,cadastro_fotos/124-1.jpg
126,Double U type vibrator,Aparelho massageador,"Tianmen Fengcheng Trading Co. Ltd.
",148.45,24.0,,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",MLB1991211721,MLB1991211721,1.0,25/03/2026 12:53,126,SKU 126,126,SKU 126,Double U type vibrator,"Double U type vibrator, Material: Silicone plastic and metal, cardboard box","Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",Material: Silicone plastic and metal,Material: Plástico de silicone e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Aparelho massageador,Uso Pessoal,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vibrador tipo U duplo,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",Vibrador Recarregável U C Clitóris Casal Usb Tipo We-vibe Violeta-escuro,7895139518952,"R$ 20,95",Premium,148.45,24.0,cadastro_fotos/126.png
127-17,Double U type vibrator,Aparelho massageador,"Tianmen Fengcheng Trading Co. Ltd.
",81.12,24.0,,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",,,,25/03/2026 12:53,127-17,SKU 127-17,127-17,SKU 127-17,Double U type vibrator,"Double U type vibrator, Material: Silicone plastic and metal, cardboard box","Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",Material: Silicone plastic and metal,Material: Plástico de silicone e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Aparelho massageador,Uso Pessoal,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vibrador tipo U duplo,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",,,,,81.12,24.0,cadastro_fotos/127-17.png
127-9,Double U type vibrator,Aparelho ultrasônico repelente de cachorro,"Tianmen Fengcheng Trading Co. Ltd.
",81.12,24.0,,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",,,,25/03/2026 12:53,127-9,SKU 127-9,127-9,SKU 127-9,Double U type vibrator,"Double U type vibrator, Material: Silicone plastic and metal, cardboard box","Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",Material: Silicone plastic and metal,Material: Plástico de silicone e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Aparelho ultrasônico repelente de cachorro,Uso Pessoal,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vibrador tipo U duplo,"Vibrador tipo Double U, Material: Silicone, plástico e metal, caixa de papelão",,,,,81.12,24.0,cadastro_fotos/127-9.png
129,Water and iron pipe detector scanner,Detector de cano de água,"Tianmen Fengcheng Trading Co. Ltd.
",141.17,24.0,,"Detector de tubulações de água e ferro, Material: Plástico e metal, caixa de papelão",,,,25/03/2026 12:53,129,SKU 129,129,SKU 129,Water and iron pipe detector scanner,"Water and iron pipe detector scanner,  Material: Plastic and metal, cardboard box","Detector de tubulações de água e ferro, Material: Plástico e metal, caixa de papelão", Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Detector de cano de água,Em obras e serviços de manutenção residencial,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,scanner detector de tubulações de água e ferro,"Detector de tubulações de água e ferro, Material: Plástico e metal, caixa de papelão",,,,,141.17,24.0,cadastro_fotos/129.png
129-3,,,,141.18,24.0,,,,,,25/03/2026 12:53,129-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.18,24.0,
134,Injector nozzle return hose for van,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",50.97,24.0,,"Mangueira de retorno do bico injetor para van, Material: Plástico, Tamanho individual 22x22x2CM, caixa de papelão",MLB2988875377,MLB2988875377|MLB2988887230|MLB2988892377|MLB4343482804|MLB4343495522,5.0,25/03/2026 12:53,134,SKU 134,134,SKU 134,Injector nozzle return hose for van,"Injector nozzle return hose for van,  Material: Plastic, Individual Size 22x22x2CM, cardboard box","Mangueira de retorno do bico injetor para van, Material: Plástico, Tamanho individual 22x22x2CM, caixa de papelão", Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,22.0,22.0,2.0,0.000968,,Individual Size 22x22x2CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Mangueira de retorno do bico injetor para van,"Mangueira de retorno do bico injetor para van, Material: Plástico, Tamanho individual 22x22x2CM, caixa de papelão",Mangueira De Retorno Dos Bicos Sprinter 311 - 415 - 515 || Mangueira De Retorno Dos Bicos Sprinter 311 - 415 / 515 || Mangueira De Retorno Dos Bicos Sprinter 311 / 415 / 515 || Mangueira Retorno Bico Injetor Sprinter 311 415 515 2012-19 || Mangueira Retorno Diesel Bico Injetor Sprinter 311 415 515,7895139518938,"R$ 18,45|R$ 20,75|R$ 20,95|R$ 22,55|R$ 23,65",Clássico|Premium,50.97,24.0,cadastro_fotos/134.png
137,Pressure regulating valve,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",83.4,24.0,,"Válvula reguladora de pressão, Material: Metal, Dimensões individuais: 10x6,5x5,5 cm, Caixa de papelão",,,,25/03/2026 12:53,137,SKU 137,137,SKU 137,Pressure regulating valve,"Pressure regulating valve,  Material: Metal , Individual Size 10x6,5x5,5CM, cardboard box","Válvula reguladora de pressão, Material: Metal, Dimensões individuais: 10x6,5x5,5 cm, Caixa de papelão", Material: Metal ,Material: Metal,cardboard box,caixa de papelão,10.0,6.5,5.5,0.0003575,,"Individual Size 10x6,5x5,5CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Válvula reguladora de pressão,"Válvula reguladora de pressão, Material: Metal, Dimensões individuais: 10x6,5x5,5 cm, Caixa de papelão",,,,,83.4,24.0,cadastro_fotos/137.png
139,Intake air pressure sensor MAP sensor,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Sensor MAP (sensor de pressão de ar de admissão), Material: Plástico e metal, Dimensões individuais: 9x5x4cm, Caixa de papelão",,,,25/03/2026 12:53,139,SKU 139,139,SKU 139,Intake air pressure sensor MAP sensor,"Intake air pressure sensor MAP sensor,  Material: Plastic and metal, Individual Size 9x5x4CM, cardboard box","Sensor MAP (sensor de pressão de ar de admissão), Material: Plástico e metal, Dimensões individuais: 9x5x4cm, Caixa de papelão", Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,9.0,5.0,4.0,0.00018,,Individual Size 9x5x4CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Sensor de pressão do ar de admissão Sensor MAP,"Sensor MAP (sensor de pressão de ar de admissão), Material: Plástico e metal, Dimensões individuais: 9x5x4cm, Caixa de papelão",,,,,,,cadastro_fotos/139.png
141,2usb-c Hdmi Network Hub Adapter,Hub períférico para microcomputadores,"Tianmen Fengcheng Trading Co. Ltd.
",39.6,24.0,,"Adaptador de Hub de Rede HDMI 2USB-C, Material: Plástico e metal, Dimensões individuais: 17x7x2cm, Caixa de papelão",MLB2155528272,MLB2155528272|MLB3336927641|MLB3559490787|MLB3692066514|MLB3692095662,5.0,25/03/2026 12:53,141,SKU 141,141,SKU 141,2usb-c Hdmi Network Hub Adapter,"2usb-c Hdmi Network Hub Adapter,  Material: Plastic and metal, Individual Size 17x7x2CM, cardboard box","Adaptador de Hub de Rede HDMI 2USB-C, Material: Plástico e metal, Dimensões individuais: 17x7x2cm, Caixa de papelão", Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,17.0,7.0,2.0,0.000238,8,Individual Size 17x7x2CM,Hub períférico para microcomputadores,Uso pessoaç,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Adaptador de Hub de Rede HDMI 2USB-C,"Adaptador de Hub de Rede HDMI 2USB-C, Material: Plástico e metal, Dimensões individuais: 17x7x2cm, Caixa de papelão",Adaptador Hub Para Macbook Air M1 M2 8 Em 1 Usb-c Hdmi 4k Cinza || Adaptador Hub Para Macbook Pro Air Thunderbolt Usb C Hdmi 4k Cinza || Adaptador Hub Rede Rj45 2usb-c Hdmi Macbookpro 2016/17/18 Cinza || Hub Usb-c 8 Em 1 Com Hdmi 4k E Rj45 Para Macbook Pro Dell Cinza,7895141634220|7895141640382|7898929678195,"R$ 16,45|R$ 18,45|R$ 21,15",Clássico|Premium,39.6,24.0,cadastro_fotos/141.png
147,Spark plug 12620539,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",25.23,24.0,,"Vela de ignição 12620539, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão",,,,25/03/2026 12:53,147,SKU 147,147,SKU 147-K4,Spark plug 12620539,"Spark plug 12620539,  Material: Metal, Individual Size 8,5x2x2CM, cardboard box","Vela de ignição 12620539, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,8.5,2.0,2.0,3.4e-05,,"Individual Size 8,5x2x2CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vela de ignição 12620539,"Vela de ignição 12620539, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão",,,,,25.23,24.0,cadastro_fotos/147.png
147-K4,Spark plug 12620540,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",100.92,24.0,,"Vela de ignição 12620540, Material: Metal, caixa de papelão",,,,25/03/2026 12:53,147-K4,SKU 147-K4,147-K4,SKU 147-K4,Spark plug 12620540,"Spark plug 12620540,  Material: Metal, cardboard box","Vela de ignição 12620540, Material: Metal, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vela de ignição 12620540,"Vela de ignição 12620540, Material: Metal, caixa de papelão",,,,,100.92,24.0,cadastro_fotos/147-K4.png
149,Iiridium Spark Plug Lzfr6ai,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Vela de ignição Iiridium Lzfr6ai, Material: Metal, Tamanho individual 8,5x2x2cm, caixa de papelão",,,,25/03/2026 12:53,149,SKU 149,149,SKU 149,Iiridium Spark Plug Lzfr6ai ,"Iiridium Spark Plug Lzfr6ai ,  Material: Metal, Individual Size 8,5x2x2CM, cardboard box","Vela de ignição Iiridium Lzfr6ai, Material: Metal, Tamanho individual 8,5x2x2cm, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,8.5,2.0,2.0,3.4e-05,,"Individual Size 8,5x2x2CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vela de ignição de irídio Lzfr6ai,"Vela de ignição Iiridium Lzfr6ai, Material: Metal, Tamanho individual 8,5x2x2cm, caixa de papelão",,,,,,,cadastro_fotos/149.png
149-K4,Iridium spark plug kit LZFR6AI,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Kit de velas de ignição de irídio LZFR6AI, Material: Metal, caixa de papelão",,,,25/03/2026 12:53,149-K4,SKU 149-K4,149-K4,SKU 149-K4,Iridium spark plug kit LZFR6AI,"Iridium spark plug kit LZFR6AI,  Material: Metal, cardboard box","Kit de velas de ignição de irídio LZFR6AI, Material: Metal, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Kit de velas de ignição de irídio LZFR6AI,"Kit de velas de ignição de irídio LZFR6AI, Material: Metal, caixa de papelão",,,,,,,cadastro_fotos/149-K4.png
15-1,Automotive ignition knock sensor,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",32.16,24.0,,"Sensor de detonação automotivo, Material: Metal e plástico, Tamanho individual 9x4x4CM, caixa de papelão",MLB1985533200,MLB1985533200|MLB1985536370|MLB2925294409|MLB4333551086,4.0,25/03/2026 12:53,15-1,SKU 15-1,15-1,"18640-52D00
SKU 15-1",Automotive ignition knock sensor,"Automotive ignition knock sensor, Material: Metal and plastic, Individual Size 9x4x4CM, cardboard box","Sensor de detonação automotivo, Material: Metal e plástico, Tamanho individual 9x4x4CM, caixa de papelão",Material: Metal and plastic,Material: Metal e plástico,cardboard box,caixa de papelão,9.0,4.0,4.0,0.000144,75,Individual Size 9x4x4CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,sensor de detonação de ignição automotiva,"Sensor de detonação automotivo, Material: Metal e plástico, Tamanho individual 9x4x4CM, caixa de papelão",Sensor De Detonação Tracker Suzuki Grand Vitara 2.0 16v || Sensor Detonação Tracker Suzuki 18640-78g00 Vitara Sx4 || Sensor Detonação Tracker Vitara 2.0 16v Gasolina 99 À 2019 || Sensor Tracker Suzuki Detonação 18640-78g00 Vitara Sx4,"7895141633919,7895141625723|7895141635050,7895141625723|7895141635067,7895141625723|7896259421030,7895141625723","R$ 14,35|R$ 16,45|R$ 18,45",Clássico|Premium,32.16,24.0,cadastro_fotos/15-1.png
150,Radiator water tank cover 13502353,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",10.5,24.0,,"Tampa do reservatório de água do radiador 13502353, Material: Plástico, Tamanho individual 10x7x4CM, caixa de papelão",MLB1991264780,MLB1991264780|MLB1991268011,2.0,25/03/2026 12:53,150,SKU 150,150,SKU 150,Radiator water tank cover 13502353,"Radiator water tank cover 13502353,  Material: Plastic, Individual Size 10x7x4CM, cardboard box","Tampa do reservatório de água do radiador 13502353, Material: Plástico, Tamanho individual 10x7x4CM, caixa de papelão", Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,10.0,7.0,4.0,0.00028,,Individual Size 10x7x4CM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Tampa do reservatório de água do radiador 13502353,"Tampa do reservatório de água do radiador 13502353, Material: Plástico, Tamanho individual 10x7x4CM, caixa de papelão",Tampa Reservatório Agua Cruze Onix Spin Sonic Blazer S10 || Tampa Reservatório Água Radiador Spin /tracker Original,7896447500301,"R$ 7,75",Clássico,10.5,24.0,cadastro_fotos/150.png
151,Iiridium Spark Plug ZR5TPP33,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Vela de ignição Iiridium ZR5TPP33, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão",,,,25/03/2026 12:53,151,SKU 151,151,SKU 151,Iiridium Spark Plug ZR5TPP33,"Iiridium Spark Plug ZR5TPP33,  Material: Metal, Individual Size 8,5x2x2CM, cardboard box","Vela de ignição Iiridium ZR5TPP33, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,8.5,2.0,2.0,3.4e-05,,"Individual Size 8,5x2x2CM",Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vela de ignição de irídio ZR5TPP33,"Vela de ignição Iiridium ZR5TPP33, Material: Metal, Tamanho individual 8,5x2x2CM, caixa de papelão",,,,,,,cadastro_fotos/151.png
151-K6,Iiridium Spark Plug ZR5TPP33,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",117.5,24.0,,"Vela de ignição Iiridium ZR5TPP33, Material: Metal, caixa de papelão",,,,25/03/2026 12:53,151-K6,SKU 151-K6,151-K6,SKU 151-K6,Iiridium Spark Plug ZR5TPP33,"Iiridium Spark Plug ZR5TPP33,  Material: Metal, cardboard box","Vela de ignição Iiridium ZR5TPP33, Material: Metal, caixa de papelão", Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Vela de ignição de irídio ZR5TPP33,"Vela de ignição Iiridium ZR5TPP33, Material: Metal, caixa de papelão",,,,,117.5,24.0,cadastro_fotos/151-K6.png
